,100,200,300,400,500,600,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000,2100,2200,2300,2400,2500
0,0.932970805579,0.894582579134,0.85177862038,0.810299132333,0.758428689777,0.708887176705,0.663399329837,0.596202401957,0.536760731258,0.486789142419,0.434640865407,0.385760755937,0.329223259129,0.281330989526,0.227769107417,0.188980951842,0.150338523272,0.122171123177,0.0968392476893,0.070641245926,0.0524328907705,0.0368808674012,0.0273959192645,0.0199365905714,0.013945735665
10,0.999397546545,0.991964793574,0.97216790357,0.94291672661,0.90672927606,0.864781729258,0.81772628833,0.765846383888,0.710018740932,0.651003552144,0.589650638718,0.526799274791,0.46429538442,0.402761057043,0.344881070361,0.289977094329,0.240365973268,0.196572836092,0.158608951439,0.12597081731,0.0977570262607,0.075694251421,0.0582767335675,0.043917371462,0.0332908199915
20,0.999876271039,0.999084342285,0.995196867359,0.9849214579,0.96620059705,0.938858090471,0.903780442471,0.86160482661,0.813098247045,0.758956487547,0.699851002948,0.637279725209,0.57162581834,0.506587455565,0.441597663323,0.378742014729,0.321375216572,0.268804495945,0.221709269492,0.178967731376,0.14374885383,0.114706117429,0.0904731451077,0.0706375639723,0.0551827898262
30,0.999915136922,0.999626363606,0.998505520533,0.995042718933,0.987111030175,0.972773831914,0.95057812636,0.920186239832,0.881559489506,0.835067306023,0.781428921013,0.721941928779,0.658012842066,0.591677842921,0.522986393632,0.456767136268,0.393672064243,0.33385210548,0.277701417593,0.2289995218,0.187241015003,0.151680437836,0.120770420908,0.0961436886307,0.076180415135
40,0.999925999108,0.99973473726,0.999158250649,0.997551205219,0.993707916752,0.985985870157,0.972596983893,0.952298183253,0.923857934816,0.886444488541,0.840188192566,0.786364507541,0.72646137377,0.661553193144,0.592644752026,0.524923856955,0.457924978414,0.391525739666,0.3304759017,0.276271108135,0.228865321814,0.186957532947,0.150800367692,0.121231317869,0.0956806038163
50,0.999929930414,0.999769501445,0.999359398168,0.998334209979,0.996036928372,0.991272137281,0.98262254342,0.968608846059,0.94764841938,0.918170321946,0.879993279746,0.83308279161,0.779127343103,0.717059803458,0.650895013683,0.582874978039,0.513466609361,0.443276033156,0.379178355486,0.321063930445,0.268230193381,0.220561656499,0.179674368598,0.145435088807,0.115096967655
60,0.99992856609,0.999780718813,0.99943226346,0.998643143113,0.996961351416,0.993541761168,0.987406164448,0.976887839781,0.960611178742,0.936847017484,0.905402640841,0.864983051648,0.816581943142,0.759293570572,0.697014010043,0.629716953198,0.559413124589,0.4893927988,0.422980012603,0.361517359853,0.304588015695,0.251744952813,0.206653775158,0.167180862661,0.13407535102
70,0.999924104277,0.999780350635,0.999456349652,0.998768039293,0.997378692595,0.994618422253,0.989768346425,0.981253471146,0.967833872278,0.948227181174,0.921316845962,0.885970783635,0.842176774052,0.789920733125,0.73127171618,0.66543860936,0.597000989664,0.528628475282,0.461526617924,0.39697777423,0.336623767017,0.280025502326,0.231671426966,0.188675408514,0.151419345126
80,0.999915470965,0.999772504104,0.999469224934,0.998830735098,0.997569651024,0.995217750101,0.990988760283,0.983622590886,0.971942901678,0.955173656058,0.931431786102,0.900250065846,0.859273075561,0.811479058199,0.755551995391,0.693320464996,0.627173383459,0.560371018629,0.492737853468,0.427725549174,0.363814293044,0.306381236211,0.253754587954,0.209150696154,0.169362170999
90,0.999913180768,0.999764723341,0.99945810717,0.998829566877,0.99763767146,0.995419563921,0.991469188903,0.984909192263,0.974630081171,0.959154008509,0.937554611217,0.908415776326,0.870893264679,0.825275857472,0.77335893815,0.713409619255,0.649768561097,0.583775212745,0.518020695743,0.451460847384,0.386314733975,0.329302849587,0.275726512986,0.227107854038,0.18586653339
100,0.99990251732,0.999760369121,0.999448754842,0.998838086747,0.997668306963,0.995600078333,0.991844153252,0.985688409255,0.976180004217,0.961953274766,0.941774620537,0.914164773068,0.879254650663,0.836398212691,0.784650738041,0.728775799764,0.667070542284,0.603823462972,0.535793145997,0.471731179089,0.407745768819,0.348820825273,0.294132293963,0.244865220078,0.202087597184
110,0.999898989477,0.999737573482,0.999424393447,0.998775936846,0.997634209282,0.995496023694,0.991781727793,0.985964700039,0.976749460007,0.962904221699,0.943287241849,0.916727611731,0.882688542562,0.840841453522,0.792709066579,0.737757038415,0.678013521406,0.613593042212,0.549926639872,0.484627665871,0.421023602942,0.363427356786,0.308352685063,0.259460666594,0.214303584037
120,0.999884865576,0.999729162779,0.999388020659,0.99875779241,0.997507325046,0.995483515291,0.991920108281,0.985908164248,0.976759516929,0.963303885612,0.944437988392,0.918245825099,0.885630225714,0.846064875499,0.79679200132,0.74331845932,0.684099534544,0.624916961403,0.558113878647,0.495809022139,0.433488606685,0.376546696018,0.3217030261,0.269679388912,0.225072636579
130,0.999881454874,0.999700596917,0.999351700386,0.998683270127,0.997458754434,0.995234002843,0.991481260524,0.985855594618,0.976558928955,0.96328048347,0.943946371484,0.919761994935,0.885907914219,0.84594773684,0.799221865378,0.747540364173,0.690736475428,0.626409290355,0.564856862917,0.502582524695,0.441619095555,0.384268451982,0.328507813758,0.280466527349,0.233615515092
140,0.999867790147,0.999687624746,0.999300366433,0.998609621038,0.997390157061,0.995142345051,0.991509323437,0.985299513202,0.976653229908,0.962611933422,0.943308604679,0.918339355164,0.886549303111,0.847756836255,0.800180821044,0.748530010455,0.691433858947,0.631294629689,0.57036983038,0.506903755283,0.449510736268,0.389207688364,0.336153267795,0.282890133985,0.239630933785
150,0.999856270076,0.999663027646,0.999269760664,0.998570246351,0.997206405641,0.995000207058,0.991093263483,0.98504690563,0.975547406524,0.961925613684,0.943498667642,0.917247118136,0.886240185763,0.846692835996,0.801140473816,0.749294182993,0.690690506519,0.633875425074,0.571948729889,0.511874737131,0.449272862588,0.393407609699,0.340815248211,0.289520813878,0.24488558912
160,0.999840374867,0.999630259439,0.999228121413,0.998446746647,0.99705903318,0.994639074391,0.990662594277,0.984608571739,0.974438387286,0.961393426165,0.941814773956,0.917517302859,0.882579251783,0.844346721408,0.799454346997,0.747505804729,0.691300172335,0.630388825865,0.570039788739,0.509535477067,0.449892404936,0.394917253163,0.341493870965,0.294230395763,0.246787202251
170,0.999827449534,0.999589121177,0.999185783064,0.998377968398,0.996865647935,0.994236080237,0.990479662658,0.983760145156,0.974113230477,0.959346509975,0.939790522561,0.913420677219,0.881741237556,0.84186772058,0.795636082416,0.745025969989,0.690226879571,0.627789930186,0.567624866146,0.508820874087,0.45273760882,0.39316128362,0.341568977313,0.291649964054,0.247027653809
180,0.999812288499,0.999577784282,0.999103543141,0.998218169289,0.996736687603,0.994161616785,0.989734879516,0.982628028053,0.973269226128,0.958130929557,0.938031824224,0.91136101843,0.880320863983,0.837675729225,0.792763098764,0.740859532967,0.685488372934,0.625613964458,0.56864916915,0.50825627023,0.448761240784,0.391444394902,0.341265334651,0.29090787643,0.246498322509
190,0.999787108881,0.999547957386,0.998998496361,0.998107969159,0.996426894777,0.993811782048,0.989036738402,0.982324341345,0.971014700634,0.957180754404,0.935943361022,0.910104978192,0.873178444161,0.836705782017,0.789174213301,0.737783793641,0.67764334845,0.624809897372,0.563436018567,0.501642410732,0.44271022991,0.391869598591,0.336710758887,0.28944973965,0.245821375263
200,0.99977508281,0.999481009605,0.998962117527,0.998088483405,0.996341933895,0.993431414966,0.98884608787,0.982178078869,0.970117123596,0.955429051153,0.934744051579,0.909173420483,0.871546933756,0.83459809928,0.788170480064,0.734405816152,0.677643527959,0.620244230917,0.560172114996,0.499991782781,0.441710434741,0.389989534773,0.334456451452,0.290268038224,0.24659589169
